Date,Year,State,Site,N_R,ID_mark,ID_number,sex,mated (if F),gps,wpt,wing_wear,Notes,lat,lon,ele
6/29/18,2018,Massachusetts,Upton,N,RRBY,UP216,M,,LB,1737,2,,42.206641,-71.62587,129.813431
6/29/18,2018,Massachusetts,Upton,N,RRGB,UP217,F,unmated,LB,1737,2,,42.206641,-71.62587,129.813431
6/29/18,2018,Massachusetts,Upton,N,RRGG,UP218,M,,LB,1737,2,,42.206641,-71.62587,129.813431
6/29/18,2018,Massachusetts,Upton,N,RRGR,UP219,F,unmated,LB,1738,2,,42.206682,-71.625892,128.030106
6/29/18,2018,Massachusetts,Upton,N,RRGS,UP220,F,unmated,LB,1739,2,,42.206721,-71.625968,129.509644
6/29/18,2018,Massachusetts,Upton,N,RRGY,UP221,M,,LB,1739,3,,42.206721,-71.625968,129.509644
6/29/18,2018,Massachusetts,Upton,N,RRRB,UP222,F,(mating),LB,1740,2,male left unmarked while mating,42.206749,-71.626011,129.792862
6/29/18,2018,Massachusetts,Upton,N,RRRG,UP223,M,,LB,1744,4,,42.206827,-71.625968,130.867203
6/29/18,2018,Massachusetts,Upton,N,RRRR,UP224,M,,LB,1743,4,,42.206767,-71.625976,130.609085
6/29/18,2018,Massachusetts,Upton,N,RRRS,UP225,F,unmated,LB,1746,1,,42.206894,-71.62595,130.736679
6/29/18,2018,Massachusetts,Upton,N,RRRY,UP226,M,,LB,1746,2,,42.206894,-71.62595,130.736679
6/29/18,2018,Massachusetts,Upton,N,RRSB,UP227,M,,LB,1748,3,,42.206939,-71.62598,130.459595
6/29/18,2018,Massachusetts,Upton,N,RRSG,UP228,F,mated,LB,1749,2,,42.206887,-71.625853,130.220932
6/29/18,2018,Massachusetts,Upton,N,RRSR,UP229,F,unmated,LB,1750,2,,42.206937,-71.625924,129.858627
6/29/18,2018,Massachusetts,Upton,N,RRSS,UP230,F,mated,LB,1751,3,,42.206905,-71.625913,129.801559
6/29/18,2018,Massachusetts,Upton,N,RRYG,UP231,F,mated,LB,1752,3,,42.206948,-71.625896,130.481583
6/29/18,2018,Massachusetts,Upton,N,RRYR,UP232,M,,LB,1755,3,,42.207057,-71.625869,133.298798
6/29/18,2018,Massachusetts,Upton,R,GYSR,UP32,M,,LB,1756,5,,42.20704,-71.625863,133.41481
6/29/18,2018,Massachusetts,Upton,N,RRYS,UP233,M,,LB,1756,3,,42.20704,-71.625863,133.41481
6/29/18,2018,Massachusetts,Upton,N,RRYY,UP234,M,,LB,1756,2,,42.20704,-71.625863,133.41481
6/29/18,2018,Massachusetts,Upton,N,RSBB,UP235,M,,LB,1756,2,,42.20704,-71.625863,133.41481
6/29/18,2018,Massachusetts,Upton,N,RSBG,UP236,M,,LB,1759,3,,42.207145,-71.62591,134.797592
6/29/18,2018,Massachusetts,Upton,N,RSBR,UP237,M,,LB,1762,2,,42.207164,-71.625857,134.71756
6/29/18,2018,Massachusetts,Upton,N,RSBS,UP238,M,,LB,1762,3,,42.207164,-71.625857,134.71756
6/29/18,2018,Massachusetts,Upton,N,RSBY,UP239,M,,LB,1761,2,,42.207133,-71.62585,134.446182
6/29/18,2018,Massachusetts,Upton,N,YGBB,UP307,M,,GPS_27,187,3,,42.206878,-71.626135,123.596169
6/29/18,2018,Massachusetts,Upton,N,YGBG,UP308,F,mated,GPS_27,187,3,,42.206878,-71.626135,123.596169
6/29/18,2018,Massachusetts,Upton,R,SSBS,UP136,M,,GPS_27,188,3,,42.206879,-71.625946,124.527405
6/29/18,2018,Massachusetts,Upton,N,YGBR,UP309,M,,GPS_27,189,2,,42.206914,-71.626019,124.242508
6/29/18,2018,Massachusetts,Upton,N,YGBS,UP310,M,,GPS_27,191,3,,42.207005,-71.6261,124.765556
6/29/18,2018,Massachusetts,Upton,N,YGBY,UP311,M,,GPS_27,192,3,,42.20702,-71.626106,124.507294
6/29/18,2018,Massachusetts,Upton,N,YGGB,UP312,M,,GPS_27,193,4,,42.207065,-71.626107,123.460854
6/29/18,2018,Massachusetts,Upton,N,YGGG,UP313,M,,GPS_27,194,2,,42.207067,-71.625994,122.886543
6/29/18,2018,Massachusetts,Upton,N,YGGR,UP314,M,,GPS_27,193,3,,42.207065,-71.626107,123.460854
6/29/18,2018,Massachusetts,Upton,N,YGGS,UP315,F,mated,GPS_27,195,3,,42.207153,-71.626071,121.848068
6/29/18,2018,Massachusetts,Upton,N,YGGY,UP316,F,mated,GPS_27,196,4,,42.207157,-71.626065,122.34623
6/29/18,2018,Massachusetts,Upton,N,YGRB,UP317,M,,GPS_27,198,3,,42.207201,-71.626008,121.173813
6/29/18,2018,Massachusetts,Upton,N,YGRG,UP318,F,mated,GPS_27,197,3,,42.20721,-71.626041,120.777725
6/29/18,2018,Massachusetts,Upton,N,YGRR,UP319,M,,GPS_27,199,4,,42.207285,-71.626067,121.072617
6/29/18,2018,Massachusetts,Upton,N,YGRS,UP320,F,mated,GPS_27,199,5,,42.207285,-71.626067,121.072617
6/29/18,2018,Massachusetts,Upton,N,YGRY,UP321,M,,GPS_27,200,4,,42.207317,-71.626049,119.93277
6/29/18,2018,Massachusetts,Upton,N,YGSB,UP322,M,,GPS_27,201,4,,42.207385,-71.626015,119.602295
6/29/18,2018,Massachusetts,Upton,N,YGSG,UP323,M,,GPS_27,202,4,,42.207391,-71.626002,119.819412
6/29/18,2018,Massachusetts,Upton,R,BBBB,UP54,M,,GPS_27,204,4,,42.207388,-71.626025,119.510704
6/29/18,2018,Massachusetts,Upton,N,YGSR,UP324,M,,GPS_27,203,2,,42.207362,-71.626105,119.662994
6/29/18,2018,Massachusetts,Upton,N,YGSS,UP325,F,mated,GPS_27,205,2,,42.207398,-71.626076,119.402657
6/29/18,2018,Massachusetts,Upton,N,YGSY,UP326,M,,GPS_27,205,2,,42.207398,-71.626076,119.402657
6/29/18,2018,Massachusetts,Upton,N,YGYB,UP327,F,mated,GPS_27,207,3,,42.20739,-71.626075,120.844597
6/29/18,2018,Massachusetts,Upton,N,YGYG,UP328,M,,GPS_27,206,3,,42.207479,-71.626076,119.740059
6/29/18,2018,Massachusetts,Upton,N,YGYR,UP329,F,mated,GPS_27,210,4,,42.207461,-71.626008,121.576874
6/29/18,2018,Massachusetts,Upton,N,YGYS,UP330,M,,GPS_27,209,3,,42.20753,-71.62606,121.819611
6/29/18,2018,Massachusetts,Upton,N,YGYY,UP331,M,,GPS_27,211,4,,42.207453,-71.626079,121.943672
6/29/18,2018,Massachusetts,Upton,R,SRGR,UP115,M,,GPS_27,212,4,,42.207498,-71.626127,121.269234
6/29/18,2018,Massachusetts,Upton,N,YRBB,UP332,M,,GPS_27,213,4,,42.207513,-71.62611,121.172745
6/29/18,2018,Massachusetts,Upton,N,YRBG,UP333,F,mated,GPS_27,214,4,,42.207507,-71.626133,121.676231
6/29/18,2018,Massachusetts,Upton,N,YRBR,UP334,M,,GPS_27,215,2,,42.207537,-71.62614,123.277649
6/29/18,2018,Massachusetts,Upton,N,YBRS,UP295,M,,GPS_27,217,3,2 males accidentally marked as YBRS,42.207619,-71.626163,122.483925
6/29/18,2018,Massachusetts,Upton,N,YRBY,UP335,M,,GPS_27,219,3,,42.207621,-71.626094,124.411682
6/29/18,2018,Massachusetts,Upton,N,YRGB,UP336,M,,GPS_27,220,4,,42.207634,-71.626078,124.768219
6/29/18,2018,Massachusetts,Upton,N,YRGG,UP337,M,,GPS_27,221,4,,42.207651,-71.626032,124.947464
6/29/18,2018,Massachusetts,Upton,N,YRGR,UP338,F,mated,GPS_27,224,3,,42.207691,-71.626101,125.554901
6/29/18,2018,Massachusetts,Upton,R,SRGG,UP114,M,,GPS_27,226,4,,42.207733,-71.62615,126.118546
6/29/18,2018,Massachusetts,Upton,N,YRGS,UP339,M,,GPS_27,225,3,,42.207713,-71.626054,125.647896
6/29/18,2018,Massachusetts,Upton,N,YRGY,UP340,F,mated,GPS_27,227,3,,42.20775,-71.626119,126.0242
6/29/18,2018,Massachusetts,Upton,N,YRRB,UP341,M,,GPS_27,228,2,,42.207794,-71.626087,125.302437
6/29/18,2018,Massachusetts,Upton,R,RBBR,UP42,M,,GPS_27,228,3,,42.207794,-71.626087,125.302437
6/29/18,2018,Massachusetts,Upton,N,YRRG,UP342,M,,GPS_27,229,5,,42.207798,-71.62604,125.501556
6/29/18,2018,Massachusetts,Upton,R,SRRG,UP119,M,,GPS_27,229,4,,42.207798,-71.62604,125.501556
6/29/18,2018,Massachusetts,Upton,N,YRRR,UP343,M,,GPS_27,231,3,,42.207885,-71.626081,127.171265
6/29/18,2018,Massachusetts,Upton,N,YRRS,UP344,F,mated,GPS_27,232,3,,42.207905,-71.626081,127.520134
6/29/18,2018,Massachusetts,Upton,N,YRRY,UP345,F,mated,GPS_27,233,3,,42.207931,-71.626105,128.023453
6/29/18,2018,Massachusetts,Upton,N,YRSB,UP346,M,,GPS_27,234,4,,42.207938,-71.625977,128.499039
6/29/18,2018,Massachusetts,Upton,N,BRBB,UP353,M,,LIB,60,4,,42.208726,-71.624637,131.193802
6/29/18,2018,Massachusetts,Upton,N,BRBG,UP354,M,,LIB,61,3,,42.206298,-71.626324,125.250427
6/29/18,2018,Massachusetts,Upton,N,BRBR,UP355,F,mated,LIB,61,4,,42.206298,-71.626324,125.250427
6/29/18,2018,Massachusetts,Upton,R,BBRS,UP67,F,mated,LIB,62,4,,42.206353,-71.626351,125.918854
6/29/18,2018,Massachusetts,Upton,N,BRBS,UP356,M,,LIB,63,3,,42.206323,-71.626382,124.335426
6/29/18,2018,Massachusetts,Upton,N,BRBY,UP357,M,,LIB,64,5,,42.206471,-71.626408,124.095482
6/29/18,2018,Massachusetts,Upton,N,BRGB,UP358,M,,LIB,65,6,,42.20648,-71.626459,123.368065
6/29/18,2018,Massachusetts,Upton,N,BRGG,UP359,M,,LIB,66,3,,42.206564,-71.626335,122.381386
6/29/18,2018,Massachusetts,Upton,N,BRGR,UP360,M,,LIB,66,3,dogsbane,42.206564,-71.626335,122.381386
6/29/18,2018,Massachusetts,Upton,R,RBYR,UP184,M,,LIB,67,5,,42.206573,-71.626379,122.654587
6/29/18,2018,Massachusetts,Upton,N,BRGS,UP361,M,,LIB,68,3,,42.206587,-71.626418,123.024513
6/29/18,2018,Massachusetts,Upton,N,BRGY,UP362,F,mated,LIB,69,3,,42.206549,-71.62635,122.033485
6/29/18,2018,Massachusetts,Upton,N,BRRB,UP363,M,,LIB,70,3,,42.206607,-71.62627,122.254219
6/29/18,2018,Massachusetts,Upton,N,BRRG,UP364,F,mated,LIB,71,4,,42.206638,-71.626337,122.491676
6/29/18,2018,Massachusetts,Upton,N,BRRR,UP365,M,,NA,NA,3,forgot to mark wp,NA,NA,NA
6/29/18,2018,Massachusetts,Upton,N,BRRS,UP366,M,,LIB,72,3,,42.206742,-71.626311,120.221199
6/29/18,2018,Massachusetts,Upton,N,BRRY,UP367,M,,LIB,72,3,,42.206742,-71.626311,120.221199
6/29/18,2018,Massachusetts,Upton,N,BRSB,UP368,F,unmated,LIB,72,3,,42.206742,-71.626311,120.221199
6/29/18,2018,Massachusetts,Upton,N,BRSG,UP369,M,,LIB,74,3,,42.206822,-71.626363,121.366821
6/29/18,2018,Massachusetts,Upton,N,BRSR,UP370,M,,LIB,75,3,,42.206846,-71.626466,121.416473
6/29/18,2018,Massachusetts,Upton,N,BRSS,UP371,M,,LIB,77,3,,42.206801,-71.626315,122.076744
6/29/18,2018,Massachusetts,Upton,N,BRSY,UP372,F,mated,LIB,78,5,,42.206796,-71.62633,121.414124
6/29/18,2018,Massachusetts,Upton,N,BRYB,UP373,M,,LIB,79,3,,42.206889,-71.626453,121.843666
6/29/18,2018,Massachusetts,Upton,N,BRYG,UP374,M,,LIB,81,3,,42.206952,-71.626367,120.909111
6/29/18,2018,Massachusetts,Upton,N,BRYR,UP375,M,,LIB,83,3,,42.206988,-71.6265,119.776543
6/29/18,2018,Massachusetts,Upton,N,BRYS,UP376,M,,LIB,84,5,,42.207055,-71.626394,120.680054
6/29/18,2018,Massachusetts,Upton,N,BRYY,UP377,M,,LIB,85,4,,42.207079,-71.626327,120.642136
6/29/18,2018,Massachusetts,Upton,N,BSBR,UP378,M,,LIB,86,3,,42.207084,-71.626286,120.315216
6/29/18,2018,Massachusetts,Upton,R,SYBS,UP161,M,,LIB,87,3,,42.207143,-71.626411,118.771858
6/29/18,2018,Massachusetts,Upton,R,BSBB,UP104,M,,LIB,88,5,,42.207158,-71.626376,118.695427
6/29/18,2018,Massachusetts,Upton,N,BSBS,UP379,F,mated,LIB,89,4,,42.207168,-71.626371,118.761444
6/29/18,2018,Massachusetts,Upton,N,BSBY,UP380,M,,LIB,90,4,,42.20718,-71.626302,119.034508
6/29/18,2018,Massachusetts,Upton,N,BSGB,UP381,F,mated,LIB,91,3,,42.207156,-71.626327,119.345932
6/29/18,2018,Massachusetts,Upton,R,GYYY,UP39,M,,LIB,92,NA,nectaring on blackeyed susan,42.207161,-71.626316,118.763054
6/29/18,2018,Massachusetts,Upton,N,BSGG,UP382,M,,LIB,93,3,,42.207171,-71.626269,118.317848
6/29/18,2018,Massachusetts,Upton,N,BSGR,UP383,M,,LIB,94,4,nectaring on blackeyed susan,42.207162,-71.626318,117.884323
6/29/18,2018,Massachusetts,Upton,R,BGBY,UP83,M,,LIB,97,5,,42.207197,-71.626398,118.441757
6/29/18,2018,Massachusetts,Upton,N,BSGS,UP384,M,,LIB,98,4,,42.207187,-71.626304,117.998344
6/29/18,2018,Massachusetts,Upton,N,BSGY,UP385,M,,LIB,99,4,,42.207272,-71.626294,117.826599
6/29/18,2018,Massachusetts,Upton,N,BSRB,UP386,M,,LIB,99,4,,42.207272,-71.626294,117.826599
6/29/18,2018,Massachusetts,Upton,N,BSRG,UP387,M,,LIB,100,3,,42.207279,-71.626265,117.980774
6/29/18,2018,Massachusetts,Upton,N,BSRR,UP388,M,,LIB,101,3,,42.207269,-71.626318,117.287193
6/29/18,2018,Massachusetts,Upton,N,BSRS,UP389,M,,LIB,102,4,,42.207326,-71.626299,117.757401
6/29/18,2018,Massachusetts,Upton,N,BSRY,UP390,M,,LIB,104,4,,42.207357,-71.626347,117.791878
6/29/18,2018,Massachusetts,Upton,N,BSSB,UP391,M,,LIB,105,4,,42.207346,-71.626272,117.887695
6/29/18,2018,Massachusetts,Upton,N,BSSG,UP392,M,,LIB,107,5,,42.207382,-71.626324,119.343269
6/29/18,2018,Massachusetts,Upton,N,BSSR,UP393,F,mated,LIB,108,4,,42.207394,-71.626282,119.493713
6/29/18,2018,Massachusetts,Upton,N,RSGB,UP240,M,,LB,1763,2,,42.207203,-71.625913,134.308548
6/29/18,2018,Massachusetts,Upton,N,RSGG,UP241,F,mated,LB,1763,2,,42.207203,-71.625913,134.308548
6/29/18,2018,Massachusetts,Upton,N,RSGR,UP242,M,,LB,1764,3,,42.207312,-71.625916,132.746368
6/29/18,2018,Massachusetts,Upton,R,RGGG,UP193,M,,LB,1765,4,,42.207269,-71.625904,133.655045
6/29/18,2018,Massachusetts,Upton,N,RSGS,UP243,M,,LB,1765,3,,42.207269,-71.625904,133.655045
6/29/18,2018,Massachusetts,Upton,N,RSGY,UP244,M,,LB,1766,4,,42.2073,-71.625827,134.747711
6/29/18,2018,Massachusetts,Upton,N,RSRB,UP245,F,unmated,LB,1767,2,,42.207322,-71.625855,134.898285
6/29/18,2018,Massachusetts,Upton,N,RSRG,UP246,M,,LB,1768,3,,42.207293,-71.625913,135.126938
6/29/18,2018,Massachusetts,Upton,N,RSRR,UP247,M,,LB,1769,3,,42.207402,-71.625843,134.75116
6/29/18,2018,Massachusetts,Upton,N,RSRS,UP248,F,mated,LB,1769,3,,42.207402,-71.625843,134.75116
6/29/18,2018,Massachusetts,Upton,N,RSRY,UP249,F,mated,LB,1769,2,,42.207402,-71.625843,134.75116
6/29/18,2018,Massachusetts,Upton,N,RSSB,UP250,F,mated,LB,1770,3,,42.207399,-71.625902,135.842377
6/29/18,2018,Massachusetts,Upton,N,RSSG,UP251,M,,LB,1770,2,,42.207399,-71.625902,135.842377
6/29/18,2018,Massachusetts,Upton,N,RSSR,UP252,M,,LB,1770,3,,42.207399,-71.625902,135.842377
6/29/18,2018,Massachusetts,Upton,N,RSSS,UP253,M,,LB,1772,2,,42.207461,-71.625891,134.851242
6/29/18,2018,Massachusetts,Upton,N,RSSY,UP254,M,,LB,1773,2,,42.207454,-71.62592,134.671616
6/29/18,2018,Massachusetts,Upton,N,RSYB,UP255,F,mated,LB,1773,3,,42.207454,-71.62592,134.671616
6/29/18,2018,Massachusetts,Upton,N,RSYG,UP256,F,mated,LB,1775,3,,42.207525,-71.625902,135.011108
6/29/18,2018,Massachusetts,Upton,N,RSYR,UP257,M,,LB,1776,3,,42.207507,-71.62589,135.480164
6/29/18,2018,Massachusetts,Upton,N,RSYS,UP258,M,,LB,1777,4,,42.207514,-71.625855,135.352325
6/29/18,2018,Massachusetts,Upton,N,RSYY,UP259,F,mated,LB,1779,3,,42.207533,-71.62569,135.354797
6/29/18,2018,Massachusetts,Upton,N,RYBB,UP260,M,,LB,1780,2,,42.20764,-71.625748,135.114502
6/29/18,2018,Massachusetts,Upton,N,RYBG,UP261,M,,LB,1782,2,,42.207595,-71.625817,134.801468
6/29/18,2018,Massachusetts,Upton,N,RYBR,UP262,F,unmated,LB,1782,4,,42.207595,-71.625817,134.801468
6/29/18,2018,Massachusetts,Upton,N,RYBS,UP263,M,,LB,1783,NA,,42.207614,-71.625833,134.796967
6/29/18,2018,Massachusetts,Upton,R,BBSS,UP72,M,,LB,1784,3,,42.207652,-71.625857,135.174744
6/29/18,2018,Massachusetts,Upton,N,RYBY,UP264,M,,LB,1785,4,,42.207687,-71.625794,135.020309
6/29/18,2018,Massachusetts,Upton,N,RYGB,UP265,M,,LB,1787,2,,42.20776,-71.625905,135.223038
6/29/18,2018,Massachusetts,Upton,N,RYGG,UP266,F,mated,LB,1788,2,,42.207762,-71.625765,135.234344
6/29/18,2018,Massachusetts,Upton,N,RYGR,UP267,M,,LB,1791,3,,42.207867,-71.625873,136.237778
6/29/18,2018,Massachusetts,Upton,N,RYGS,UP268,M,,LB,1792,2,,42.207827,-71.625992,137.40657
6/29/18,2018,Massachusetts,Upton,N,RYGY,UP269,F,mated,LB,1791,3,,42.207867,-71.625873,136.237778
6/29/18,2018,Massachusetts,Upton,N,RYRB,UP270,M,,LB,1793,2,,42.207865,-71.625959,139.593643
6/29/18,2018,Massachusetts,Upton,N,RYRG,UP271,F,mated,LB,1794,4,,42.207919,-71.625907,139.400833
6/29/18,2018,Massachusetts,Upton,N,RYRR,UP272,F,mated,LB,1795,2,,42.207934,-71.625909,139.987549
6/29/18,2018,Massachusetts,Upton,N,RYRS,UP273,F,mated,LB,1795,2,,42.207934,-71.625909,139.987549
6/29/18,2018,Massachusetts,Upton,N,RYRY,UP274,F,mated,LB,1797,3,,42.208034,-71.625981,139.900848
6/29/18,2018,Massachusetts,Upton,N,BSSS,UP394,M,,LIB,109,3,,42.207424,-71.626332,118.723206
6/29/18,2018,Massachusetts,Upton,N,BSSY,UP395,M,,LIB,111,4,,42.207466,-71.626331,118.093315
6/29/18,2018,Massachusetts,Upton,N,BSYB,UP396,M,,LIB,112,4,,42.207626,-71.626168,126.844551
6/29/18,2018,Massachusetts,Upton,N,BSYG,UP397,M,,LIB,113,4,,42.207512,-71.626278,126.670189
6/29/18,2018,Massachusetts,Upton,N,BSYR,UP398,F,mated,LIB,114,4,,42.207545,-71.626237,126.090019
6/29/18,2018,Massachusetts,Upton,N,BSYS,UP399,F,mated,LIB,115,3,,42.207613,-71.626297,125.787453
6/29/18,2018,Massachusetts,Upton,R,BGBG,UP80,M,,LIB,115,5,,42.207613,-71.626297,125.787453
6/29/18,2018,Massachusetts,Upton,N,BSYY,UP400,M,,LIB,116,3,,42.207616,-71.626414,123.938499
6/29/18,2018,Massachusetts,Upton,R,BBGG,UP60,M,,LIB,119,4,,42.207758,-71.626235,122.863869
6/29/18,2018,Massachusetts,Upton,N,BYBB,UP401,F,mated,LIB,120,4,,42.20777,-71.626254,122.834045
6/29/18,2018,Massachusetts,Upton,N,BYBG,UP402,M,,LIB,121,3,,42.207775,-71.62635,123.093063
6/29/18,2018,Massachusetts,Upton,R,RBBG,UP41,M,,LIB,122,4,,42.207779,-71.626234,123.254936
6/29/18,2018,Massachusetts,Upton,N,BYBR,UP403,M,,LIB,125,5,,42.207839,-71.62628,123.800972
6/29/18,2018,Massachusetts,Upton,N,BYBS,UP404,F,mated,LIB,126,4,on aster,42.207869,-71.626247,124.051277
6/29/18,2018,Massachusetts,Upton,N,BYBY,UP405,F,mated,LIB,128,3,black eyed susan,42.207875,-71.626183,123.39814
6/29/18,2018,Massachusetts,Upton,N,BYGB,UP406,F,mated,LIB,128,4,black eyed susan,42.207875,-71.626183,123.39814
6/29/18,2018,Massachusetts,Upton,N,BYGG,UP407,M,,LIB,130,4,,42.20794,-71.62623,124.831314
6/29/18,2018,Massachusetts,Upton,N,BYGR,UP408,M,,LIB,131,5,on aster,42.207975,-71.626272,123.628235
6/29/18,2018,Massachusetts,Upton,N,BYGS,UP409,M,,LIB,132,4,,42.208005,-71.626284,122.710602
6/29/18,2018,Massachusetts,Upton,N,BYGY,UP410,M,,LIB,134,4,,42.208075,-71.626095,123.339096
6/29/18,2018,Massachusetts,Upton,N,BYRB,UP411,M,,LIB,135,5,,42.208078,-71.62606,122.930313
6/29/18,2018,Massachusetts,Upton,N,BYRG,UP412,M,,LIB,136,4,,42.208028,-71.626077,123.158028
6/29/18,2018,Massachusetts,Upton,N,BYRR,UP413,F,mated,LIB,137,3,,42.207955,-71.626005,122.629456
6/29/18,2018,Massachusetts,Upton,N,YRSG,UP347,F,mated,GPS_27,235,4,,42.207949,-71.62595,129.701202
6/29/18,2018,Massachusetts,Upton,N,YRSR,UP348,F,unmated,GPS_27,236,3,deformed wings,42.207992,-71.626019,130.42804
6/29/18,2018,Massachusetts,Upton,N,YRSS,UP349,F,mated,GPS_27,237,4,,42.207987,-71.626008,130.454987
6/29/18,2018,Massachusetts,Upton,R,SRGS,UP116,F,mated,GPS_27,237,4,,42.207987,-71.626008,130.454987
6/29/18,2018,Massachusetts,Upton,N,YRSY,UP350,F,mated,GPS_27,238,3,,42.208088,-71.626041,131.712692
6/29/18,2018,Massachusetts,Upton,N,YRYB,UP351,M,,GPS_27,240,2,,42.208082,-71.626032,132.52388
6/29/18,2018,Massachusetts,Upton,N,YRYG,UP352,F,mated,GPS_27,241,2,,42.20813,-71.626004,132.627533
6/29/18,2018,Massachusetts,Upton,N,SYSS,UP275,F,mated,NA,NA,3,[note from 2/11: wpt listed as GPS 27 wpt 151. That point is at Harvard],NA,NA,NA
6/29/18,2018,Massachusetts,Upton,N,SYSY,UP276,M,,GPS_27,152,3,,42.206251,-71.626345,141.975922
6/29/18,2018,Massachusetts,Upton,N,SYYB,UP277,F,mated,GPS_27,153,3,,42.206361,-71.626279,141.131821
6/29/18,2018,Massachusetts,Upton,N,SYYG,UP278,M,,GPS_27,154,4,,42.206295,-71.626234,138.78035
6/29/18,2018,Massachusetts,Upton,N,SYYR,UP279,M,,GPS_27,155,3,,42.20636,-71.626244,138.856979
6/29/18,2018,Massachusetts,Upton,N,SYYS,UP280,M,,GPS_27,156,4,,42.206335,-71.626075,138.302109
6/29/18,2018,Massachusetts,Upton,N,SYYY,UP281,M,,GPS_27,157,3,,42.206356,-71.626184,137.558167
6/29/18,2018,Massachusetts,Upton,N,YBBB,UP282,F,mated,GPS_27,158,3,,42.206426,-71.626144,137.010025
6/29/18,2018,Massachusetts,Upton,N,YBBR,UP284,F,mated,GPS_27,158,3,,42.206426,-71.626144,137.010025
6/29/18,2018,Massachusetts,Upton,N,YBBG,UP283,F,unmated,GPS_27,160,3,,42.206425,-71.62623,132.848892
6/29/18,2018,Massachusetts,Upton,N,YBBS,UP285,F,mated,GPS_27,159,3,,42.206423,-71.626165,133.47438
6/29/18,2018,Massachusetts,Upton,N,YBBY,UP286,F,mated,GPS_27,161,3,,42.206422,-71.626214,132.355392
6/29/18,2018,Massachusetts,Upton,N,YBGB,UP287,F,mated,GPS_27,163,4,,42.206423,-71.626227,131.182663
6/29/18,2018,Massachusetts,Upton,N,YBGG,UP288,F,mated,GPS_27,164,3,,42.206478,-71.626188,130.253067
6/29/18,2018,Massachusetts,Upton,N,YBGR,UP289,M,,GPS_27,166,3,,42.206542,-71.626179,130.289795
6/29/18,2018,Massachusetts,Upton,N,YBGS,UP290,M,,GPS_27,167,2,,42.206548,-71.626148,129.881714
6/29/18,2018,Massachusetts,Upton,N,YBGY,UP291,M,,GPS_27,168,3,,42.206587,-71.626212,131.181732
6/29/18,2018,Massachusetts,Upton,N,YBRB,UP292,M,,GPS_27,169,4,,42.206564,-71.626148,130.832993
6/29/18,2018,Massachusetts,Upton,N,YBRG,UP293,M,,GPS_27,170,5,,42.206529,-71.626063,130.914139
6/29/18,2018,Massachusetts,Upton,N,YBRR,UP294,M,,GPS_27,170,3,,42.206529,-71.626063,130.914139
6/29/18,2018,Massachusetts,Upton,N,YBRS,UP774,M,,GPS_27,172,3,2 males accidentally marked as YBRS. Labelled this one as UP774 at a later date (both were labeled UP295),42.206633,-71.626249,131.990997
6/29/18,2018,Massachusetts,Upton,R,SYRB,UP168,M,,GPS_27,173,3,,42.206618,-71.626167,130.932419
6/29/18,2018,Massachusetts,Upton,R,SYBB,UP158,F,mated,GPS_27,173,3,,42.206618,-71.626167,130.932419
6/29/18,2018,Massachusetts,Upton,N,YBRY,UP296,F,mated,GPS_27,175,2,,42.206655,-71.626172,129.410767
6/29/18,2018,Massachusetts,Upton,N,YBSB,UP297,F,mated,GPS_27,174,3,,42.206621,-71.626155,130.930695
6/29/18,2018,Massachusetts,Upton,N,YBSG,UP298,F,mated,GPS_27,176,3,,42.206722,-71.62617,128.438004
6/29/18,2018,Massachusetts,Upton,N,YBSR,UP299,F,unmated,GPS_27,177,2,,42.206717,-71.626204,128.480682
6/29/18,2018,Massachusetts,Upton,N,YBSS,UP300,M,,GPS_27,179,2,,42.206717,-71.626073,127.734871
6/29/18,2018,Massachusetts,Upton,N,YBSY,UP301,M,,GPS_27,180,3,,42.206748,-71.626081,127.354973
6/29/18,2018,Massachusetts,Upton,N,YBYB,UP302,F,mated,GPS_27,181,3,,42.20676,-71.626109,126.689117
6/29/18,2018,Massachusetts,Upton,N,YBYG,UP303,M,,GPS_27,183,4,,42.206803,-71.62623,125.703331
6/29/18,2018,Massachusetts,Upton,N,YBYR,UP304,F,mated,GPS_27,184,3,,42.206814,-71.626134,125.584038
6/29/18,2018,Massachusetts,Upton,N,YBYS,UP305,M,,GPS_27,185,3,,42.206843,-71.626178,125.54538
6/29/18,2018,Massachusetts,Upton,N,YBYY,UP306,M,,GPS_27,186,2,,42.206932,-71.626233,124.400093
6/30/18,2018,Maryland,McElwain,NA,NA,NA,NA,,NA,NA,NA,"only saw 1 butterfly at the site today, was not able to catch it or see if wings were marked",NA,NA,NA
6/30/18,2018,Massachusetts,Harvard,N,BBBS,HA04,M,,LB,1800,2,,42.485429,-71.568849,127.315933
6/30/18,2018,Massachusetts,Harvard,N,BBBY,HA05,M,,LB,1802,2,,42.485417,-71.568853,124.973404
6/30/18,2018,Massachusetts,Harvard,R,BBBG,HA02,M,,LB,1801,3,,42.485325,-71.568826,125.656097
6/30/18,2018,Massachusetts,Harvard,N,BBGB,HA06,M,,LB,1803,3,,42.485335,-71.568849,124.919022
6/30/18,2018,Massachusetts,Harvard,N,BBGG,HA07,M,,LB,1804,2,,42.485394,-71.568791,124.557251
6/30/18,2018,Massachusetts,Harvard,N,GSRG,HA08,M,,GPS_27,242,2,,42.485435,-71.56888,124.007866
