"ocurrenceID","collectionCode","database","basisOfRecord","scientificName","eventDate","year","month","day","startDayOfYear","dayCode","lifeStage","lifeStageNotes","generalNotes","locationNotes","stateProvince","county","municipality","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinateSource","picture","recordedBy","within.year.duplicate...place.","within.year.duplicate...county.","lat2","lon2","id"
555631,"None","BAMONA","specimen","Euphydryas phaeton","7/9/97",1997,7,9,190,1997190,"assumed adult","organism type listed as butterfly: is probably adult","","assuming it's bowens road","Michigan","Washtenaw","","7.5 Mile redius from center at Bowering & Schleewis Rds. In SW Washtenaw Co.",42.102411,-84.039026,"12000","locality","N","","","same county",42.1,-84,"1997190 42.1 -84"
555632,"None","BAMONA","specimen","Euphydryas phaeton","7/11/97",1997,7,11,192,1997192,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Hillsdale","","",41.8685961,-84.5222189,"","provided (county level)","N","","","at least same county",41.9,-84.5,"1997192 41.9 -84.5"
555633,"None","BAMONA","specimen","Euphydryas phaeton","7/11/97",1997,7,11,192,1997192,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Washtenaw","","7.5 miles from Center at Furstenberg Park, Ann Arbor",42.280046,-83.70733,"12000","locality","N","","","same county",42.3,-83.7,"1997192 42.3 -83.7"
555634,"None","BAMONA","specimen","Euphydryas phaeton","7/12/97",1997,7,12,193,1997193,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Clinton","","",42.9663458,-84.5222189,"","provided","N","","","",43,-84.5,"1997193 43 -84.5"
555635,"None","BAMONA","specimen","Euphydryas phaeton","7/12/97",1997,7,12,193,1997193,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Lenawee","","",41.8433859,-84.0167423,"","provided","N","","","",41.8,-84,"1997193 41.8 -84"
555636,"None","BAMONA","specimen","Euphydryas phaeton","7/13/97",1997,7,13,194,1997194,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Saginaw","","",43.4044253,-84.0167423,"","provided","N","","","",43.4,-84,"1997194 43.4 -84"
555637,"None","BAMONA","specimen","Euphydryas phaeton","7/14/97",1997,7,14,195,1997195,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Oakland","","7.5 Miles radius from center at  Upland Hills Farm, Addison Township Oakland Co.",42.804664,-83.181213,"12000","locality","N","","","same county, some same collector",42.8,-83.2,"1997195 42.8 -83.2"
555638,"None","BAMONA","specimen","Euphydryas phaeton","7/18/97",1997,7,18,199,1997199,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Oakland","","7.5 radius from center at 10 Mile and Farmington Rds, Farmington Hills",42.469651,-83.374762,"12000","locality","N","","","same county, some same collector",42.5,-83.4,"1997199 42.5 -83.4"
555639,"None","BAMONA","specimen","Euphydryas phaeton","7/19/97",1997,7,19,200,1997200,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Hillsdale","","7.5 mile radius from center at Card Rd and Grass Lk. Rd if extended E and N to meet",41.854114,-84.593606,"12000","locality","N","","","at least same county",41.9,-84.6,"1997200 41.9 -84.6"
555640,"None","BAMONA","specimen","Euphydryas phaeton","5/24/98",1998,5,24,144,1998144,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Eaton","","",42.5886496,-84.7733325,"","provided (county level)","N","","","",42.6,-84.8,"1998144 42.6 -84.8"
555641,"None","BAMONA","specimen","Euphydryas phaeton","6/1/98",1998,6,1,152,1998152,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Genesee","","",43.0777289,-83.6773928,"","provided (county level)","N","","","",43.1,-83.7,"1998152 43.1 -83.7"
555642,"None","BAMONA","specimen","Euphydryas phaeton","6/7/98",1998,6,7,158,1998158,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Oakland","","Lake Orion, Bald Mtn. Rec Area",42.781492,-83.248705,"2000","locality","N","","same place, different collector?","same county, some same collector",42.8,-83.2,"1998158 42.8 -83.2"
555644,"None","BAMONA","specimen","Euphydryas phaeton","6/11/98",1998,6,11,162,1998162,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Hillsdale","","",41.8685961,-84.5222189,"","provided (county level)","N","","","",41.9,-84.5,"1998162 41.9 -84.5"
555645,"None","BAMONA","specimen","Euphydryas phaeton","6/11/98",1998,6,11,162,1998162,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Kalamazoo","","",42.2278346,-85.520024,"","provided (county level)","N","","","same county",42.2,-85.5,"1998162 42.2 -85.5"
555646,"None","BAMONA","specimen","Euphydryas phaeton","6/17/98",1998,6,17,168,1998168,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Kalamazoo","","",42.2278346,-85.520024,"","provided (county level)","N","","","same county",42.2,-85.5,"1998168 42.2 -85.5"
555647,"None","BAMONA","specimen","Euphydryas phaeton","6/18/98",1998,6,18,169,1998169,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Oakland","","",42.5921924,-83.336188,"","provided (county level)","N","","","same county, some same collector",42.6,-83.3,"1998169 42.6 -83.3"
555648,"None","BAMONA","specimen","Euphydryas phaeton","6/22/98",1998,6,22,173,1998173,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Calhoun","","",42.2073905,-85.023346,"","provided","N","","","",42.2,-85,"1998173 42.2 -85"
555649,"None","BAMONA","specimen","Euphydryas phaeton","6/26/98",1998,6,26,177,1998177,"assumed adult","organism type listed as butterfly: is probably adult","","assuming it's bowens road","Michigan","Washtenaw","","7.5 Mile redius from center at Bowering & Schleewis Rds. In SW Washtenaw Co.",42.102411,-84.039026,"12000","locality","N","","","same county",42.1,-84,"1998177 42.1 -84"
555650,"None","BAMONA","specimen","Euphydryas phaeton","7/3/98",1998,7,3,184,1998184,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Washtenaw","","Chelsea, MI 7.5 radius from main intersection in Downtown",42.318092,-84.020503,"12000","town","N","","","same county",42.3,-84,"1998184 42.3 -84"
555651,"None","BAMONA","specimen","Euphydryas phaeton","7/12/98",1998,7,12,193,1998193,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Washtenaw","","",42.3076493,-83.8473015,"","provided (county level)","N","","","same county",42.3,-83.8,"1998193 42.3 -83.8"
555652,"None","BAMONA","specimen","Euphydryas phaeton","6/25/99",1999,6,25,176,1999176,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Washtenaw","","",42.3076493,-83.8473015,"","provided (county level)","N","","","same county",42.3,-83.8,"1999176 42.3 -83.8"
555653,"None","BAMONA","specimen","Euphydryas phaeton","7/1/99",1999,7,1,182,1999182,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Oakland","","",42.5921924,-83.336188,"","provided (county level)","N","","","same county",42.6,-83.3,"1999182 42.6 -83.3"
555654,"None","BAMONA","specimen","Euphydryas phaeton","7/2/99",1999,7,2,183,1999183,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Washtenaw","","Chelsea, MI 7.5 radius from main intersection in Downtown",42.318092,-84.020503,"12000","town","N","","","same county",42.3,-84,"1999183 42.3 -84"
555655,"None","BAMONA","specimen","Euphydryas phaeton","7/10/99",1999,7,10,191,1999191,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Washtenaw","","7.5 miles from Center at Furstenberg Park, Ann Arbor",42.280046,-83.70733,"12000","locality","N","","","same county",42.3,-83.7,"1999191 42.3 -83.7"
555656,"None","BAMONA","specimen","Euphydryas phaeton","7/16/99",1999,7,16,197,1999197,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Oakland","","Bald Mountain Recreation Area",42.752008,-83.226289,"5000","locality","N","","","same county",42.8,-83.2,"1999197 42.8 -83.2"
555657,"None","BAMONA","specimen","Euphydryas phaeton","6/6/00",2000,6,6,158,2000158,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Eaton","","",42.5886496,-84.7733325,"","provided (county level)","N","","","",42.6,-84.8,"2000158 42.6 -84.8"
555658,"None","BAMONA","specimen","Euphydryas phaeton","6/8/00",2000,6,8,160,2000160,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Kalamazoo","","",42.2278346,-85.520024,"","provided (county level)","N","","","same county",42.2,-85.5,"2000160 42.2 -85.5"
555659,"None","BAMONA","specimen","Euphydryas phaeton","6/22/00",2000,6,22,174,2000174,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Hillsdale","","",41.8685961,-84.5222189,"","provided (county level)","N","","","at least same county",41.9,-84.5,"2000174 41.9 -84.5"
555660,"None","BAMONA","specimen","Euphydryas phaeton","6/22/00",2000,6,22,174,2000174,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Kent","","",43.0097027,-85.520024,"","provided (county level)","N","","same place","",43,-85.5,"2000174 43 -85.5"
555661,"None","BAMONA","specimen","Euphydryas phaeton","6/23/00",2000,6,23,175,2000175,"assumed adult","organism type listed as butterfly: is probably adult","","assuming it's bowens road","Michigan","Washtenaw","","7.5 from intersection of Bowering and Schleewis Rds",42.102411,-84.039026,"12000","locality","N","","","same county",42.1,-84,"2000175 42.1 -84"
555662,"None","BAMONA","specimen","Euphydryas phaeton","6/26/00",2000,6,26,178,2000178,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Kalamazoo","","",42.2278346,-85.520024,"","provided (county level)","N","","","same county",42.2,-85.5,"2000178 42.2 -85.5"
555663,"None","BAMONA","specimen","Euphydryas phaeton","6/29/00",2000,6,29,181,2000181,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Cass","","",41.9299158,-86.0121573,"","provided","N","","","",41.9,-86,"2000181 41.9 -86"
555664,"None","BAMONA","specimen","Euphydryas phaeton","6/29/00",2000,6,29,181,2000181,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Chippewa","","7.5 radius from fromT50N49N corners R7W corner of sections 35,36, 2, 1",46.3117082,-84.5932094,"","provided","N","","","",46.3,-84.6,"2000181 46.3 -84.6"
555665,"None","BAMONA","specimen","Euphydryas phaeton","7/1/00",2000,7,1,183,2000183,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Washtenaw","","Ann Arbor City count circle 7.5 radius from Furstenberg Park",42.280046,-83.70733,"12000","locality","N","","","same county",42.3,-83.7,"2000183 42.3 -83.7"
555666,"None","BAMONA","specimen","Euphydryas phaeton","7/1/00",2000,7,1,183,2000183,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Washtenaw","","Chelsea 7.5 radius from main intersection in downtown",42.318092,-84.020503,"12000","town","N","","","same county",42.3,-84,"2000183 42.3 -84"
555667,"None","BAMONA","specimen","Euphydryas phaeton","7/4/00",2000,7,4,186,2000186,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Kent","","",43.0097027,-85.520024,"","provided (county level)","N","","same place","",43,-85.5,"2000186 43 -85.5"
555668,"None","BAMONA","specimen","Euphydryas phaeton","7/4/00",2000,7,4,186,2000186,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Oakland","","7.5 Mile Radius from one mile S of 36 Mile Rd and One mile W of Hipp Rd",42.845441,-83.060665,"12000","locality","N","","","same county",42.8,-83.1,"2000186 42.8 -83.1"
555669,"None","BAMONA","specimen","Euphydryas phaeton","7/6/00",2000,7,6,188,2000188,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Hillsdale","","7.5 Mile Radius from Card and Grass Lake Rds would meet if extended",41.854114,-84.593606,"12000","locality","N","","","at least same county",41.9,-84.6,"2000188 41.9 -84.6"
555670,"None","BAMONA","specimen","Euphydryas phaeton","7/8/00",2000,7,8,190,2000190,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Washtenaw","","Saline Rv Watershed 7.5 Mile radius from junction Stony Cr and Morreville Rds in Morreville",42.103022,-83.733569,"12000","locality","N","","","same county",42.1,-83.7,"2000190 42.1 -83.7"
555671,"None","BAMONA","specimen","Euphydryas phaeton","7/14/00",2000,7,14,196,2000196,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Emmet","","Alanson",45.444178,-84.786712,"1393","town","N","","","same county",45.4,-84.8,"2000196 45.4 -84.8"
555672,"None","BAMONA","specimen","Euphydryas phaeton","7/14/00",2000,7,14,196,2000196,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Emmet","","Indian River",45.412512,-84.612536,"6878","town","N","","","same county",45.4,-84.6,"2000196 45.4 -84.6"
555673,"None","BAMONA","specimen","Euphydryas phaeton","7/14/00",2000,7,14,196,2000196,"assumed adult","organism type listed as butterfly: is probably adult","","locality description gives two places, picked one","Michigan","Oakland","","Bald Mountain Recreation Area 7.5 radius from Giddings and Collier Rd in Pontiac",42.5921924,-83.336188,"12000","provided (locality level)","N","","","same county",42.6,-83.3,"2000196 42.6 -83.3"
555674,"None","BAMONA","specimen","Euphydryas phaeton","7/14/00",2000,7,14,196,2000196,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Oakland","","Farmington Hills 7.5 radius from 10 Mile and Farmington Roads",42.469651,-83.374762,"12000","locality","N","","","same county",42.5,-83.4,"2000196 42.5 -83.4"
555675,"None","BAMONA","specimen","Euphydryas phaeton","7/22/00",2000,7,22,204,2000204,"assumed adult","organism type listed as butterfly: is probably adult","","","Michigan","Kalkaska","","Skegemog Swamp",44.6674445,-85.023346,"","provided","N","","","",44.7,-85,"2000204 44.7 -85"
616673,"None","BAMONA","specimen","Euphydryas phaeton","5/30/71",1971,5,30,150,1971150,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Alabama","Blount","","Highland ",34.0145152,-86.4996546,"","provided","N","","","",34,-86.5,"1971150 34 -86.5"
759522,"None","BAMONA","specimen","Euphydryas phaeton","6/15/93",1993,6,15,166,1993166,"assumed adult","organism type listed as butterfly: is probably adult","","","Maryland","Kent","","In marsh at Urieville Lake",39.28349317,-76.02204323,"","provided","N","richardhsmith (21)","","",39.3,-76,"1993166 39.3 -76"
573554,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/12/07",2007,7,12,193,2007193,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Essex","","WARRENS GORE, Bill Sladyk WMA, MORGAN CENTER - 5, PRIORITY, Bill Sladyk WMA",44.938,-71.906,"","provided","N","","","same county",44.9,-71.9,"2007193 44.9 -71.9"
573555,"VTBS","BAMONA","specimen","Euphydryas phaeton","6/29/03",2003,6,29,180,2003180,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Chittenden","","BOLTON, LeFrenier Farm, RICHMOND - 6, PRIORITY,",44.37933,-72.92289,"","provided","N","","","same county",44.4,-72.9,"2003180 44.4 -72.9"
573556,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/20/03",2003,7,20,201,2003201,"assumed adult","organism type listed as butterfly: is probably adult","same day, similar location","","Vermont","Windham","","GUILFORD, BRATTLEBORO - 5, NONPRIOR,",42.80462,-72.59311,"","provided","N","","same place","",42.8,-72.6,"2003201 42.8 -72.6"
573558,"VTBS","BAMONA","specimen","Euphydryas phaeton","8/5/02",2002,8,5,217,2002217,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Windsor","","ROCHESTER, Brook Street, HANCOCK - 6, NONPRIOR,",43.88889,-72.79861,"","provided","N","","","same county",43.9,-72.8,"2002217 43.9 -72.8"
573559,"VTBS","BAMONA","specimen","Euphydryas phaeton","8/5/02",2002,8,5,217,2002217,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Rutland","","PITTSFIELD, Michigan Roads, ROCHESTER - 3, PRIORITY,",43.775,-72.81667,"","provided","N","","","same county",43.8,-72.8,"2002217 43.8 -72.8"
573561,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/20/03",2003,7,20,201,2003201,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Washington","","WARREN, Roxbury Gap, WARREN - 4, PRIORITY,",44.109468,-72.787573,"","provided","N","","","same county",44.1,-72.8,"2003201 44.1 -72.8"
573562,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/20/03",2003,7,20,201,2003201,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Windsor","","ROCHESTER, River Bend, HANCOCK - 3, PRIORITY, Green Mt Natl Forest",43.89722,-72.82222,"","provided","N","","","same county",43.9,-72.8,"2003201 43.9 -72.8"
573563,"VTBS","BAMONA","specimen","Euphydryas phaeton","6/29/02",2002,6,29,180,2002180,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Bennington","","BENNINGTON, College Rd, POWNAL - 1, NONPRIOR,",42.86667,-73.21667,"","provided","N","","","",42.9,-73.2,"2002180 42.9 -73.2"
573564,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/24/03",2003,7,24,205,2003205,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Bennington","","POWNAL, Mt Anthony, POWNAL - 2, NONPRIOR,",42.817,-73.244,"","provided","N","","","same county",42.8,-73.2,"2003205 42.8 -73.2"
573565,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/31/03",2003,7,31,212,2003212,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Bennington","","BENNINGTON, Orebed Rd, HOOSICK FALLS - 6, NONPRIOR,",42.9108,-73.2623,"","provided","N","","same place","same county",42.9,-73.3,"2003212 42.9 -73.3"
573566,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/12/04",2004,7,12,194,2004194,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Bennington","","BENNINGTON, Pleasant Valley, NORTH POWNAL - 4, NONPRIOR,",42.8671,-73.2614,"","provided","N","","same place","same county",42.9,-73.3,"2004194 42.9 -73.3"
573567,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/2/04",2004,7,2,184,2004184,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Bennington","","SEARSBURG, New Rd., MOUNT SNOW - 3, PRIORITY,",42.951,-72.9642,"","provided","N","","","same county",43,-73,"2004184 43 -73"
573568,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/4/04",2004,7,4,186,2004186,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Bennington","","SUNDERLAND, Kelley Stand, SUNDERLAND - 5, PRIORITY,",43.063,-73.031,"","provided","N","","","same county",43.1,-73,"2004186 43.1 -73"
573569,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/26/05",2005,7,26,207,2005207,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Bennington","","SEARSBURG, Sleepy Hollow Road, MOUNT SNOW - 3, PRIORITY,",42.89,-72.95,"","provided","N","","","same county",42.9,-73,"2005207 42.9 -73"
573570,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/11/05",2005,7,11,192,2005192,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Windham","","WILMINGTON, Castle Hill Road, READSBORO - 4, PRIORITY,",42.85,-72.88,"","provided","N","","","same county",42.9,-72.9,"2005192 42.9 -72.9"
573571,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/16/06",2006,7,16,197,2006197,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Windham","","SOMERSET, Corridor Trail, STRATTON MOUNTAIN - 2,NONPRIOR",43.04507,-72.9914,"","provided","N","","","",43,-73,"2006197 43 -73"
573572,"VTBS","BAMONA","specimen","Euphydryas phaeton","6/29/06",2006,6,29,180,2006180,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Bennington","","STAMFORD, Millard Rd., NORTH ADAMS - 1, NONPRIOR",42.7476,-73.07303,"","provided","N","","same place","same county",42.7,-73.1,"2006180 42.7 -73.1"
573573,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/8/06",2006,7,8,189,2006189,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Rutland","","DANBY, Kelly Hill Rd., MIDDLETOWN SPRINGS - 3, PRIORITY,",43.3851,-73.1148,"","provided","N","","","same county",43.4,-73.1,"2006189 43.4 -73.1"
573574,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/8/06",2006,7,8,189,2006189,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Rutland","","WELLS, Saw Mill Rd., Saw Mill Rd., WELLS - 5, PRIORITY,",43.4491,-73.1779,"","provided","N","","","same county",43.4,-73.2,"2006189 43.4 -73.2"
573575,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/9/02",2002,7,9,190,2002190,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Chittenden","","RICHMOND, ESSEX JUNCTION - 6, NONPRIOR,",44.37745,-73.03912,"","provided","N","","","same county",44.4,-73,"2002190 44.4 -73"
573576,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/5/03",2003,7,5,186,2003186,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Washington","","WOODBURY, East Long Mud, CABOT - 2, NONPRIOR,",44.43001,-72.3528,"","provided","N","","","same county",44.4,-72.4,"2003186 44.4 -72.4"
573577,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/19/04",2004,7,19,201,2004201,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Franklin","","RICHFORD, yard, RICHFORD - 5, NONPRIOR,",44.94473,-72.65372,"","provided","N","","","",44.9,-72.7,"2004201 44.9 -72.7"
573578,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/16/05",2005,7,16,197,2005197,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Franklin","","BERKSHIRE, Road to Gravel Bed, ENOSBURG FALLS - 4, PRIORITY,",44.98083,-72.81108,"","provided","N","","","same county",45,-72.8,"2005197 45 -72.8"
573579,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/22/07",2007,7,22,203,2007203,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Orleans","","LOWELL, Valley and Cheney Rd., LOWELL - 2, nonPRIOR,",44.79276,-72.47955,"","provided","N","","","same county",44.8,-72.5,"2007203 44.8 -72.5"
573580,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/29/02",2002,7,29,210,2002210,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Rutland","","SHERBURNE, Skyeship Lift Killington Ski Area, KILLINGTON PEAK - 4, PRIORITY,",43.61458,-72.76495,"","provided","N","","","same county",43.6,-72.8,"2002210 43.6 -72.8"
573581,"VTBS","BAMONA","specimen","Euphydryas phaeton","6/26/07",2007,6,26,177,2007177,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Essex","","BRIGHTON, SPECTACLE POND - 1, NONPRIOR,",44.83529,-71.83942,"","provided","N","","","same county",44.8,-71.8,"2007177 44.8 -71.8"
573582,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/19/03",2003,7,19,200,2003200,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Orange","","BRADFORD, Oxbow RR Bed, NEWBURY - 3, PRIORITY,",44.001987,-72.113118,"","provided","N","","","same county",44,-72.1,"2003200 44 -72.1"
573583,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/25/07",2007,7,25,206,2007206,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Orange","","CORINTH, Thurston's Hollow, VERSHIRE - 4, PRIORITY,",43.99129,-72.26438,"","provided","N","","","same county",44,-72.3,"2007206 44 -72.3"
573584,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/7/04",2004,7,7,189,2004189,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Essex","","BRUNSWICK, Ferdinand Bog Road, MAIDSTONE LAKE - 1, NONPRIOR, West Mountain WMA",44.67233,-71.69983,"","provided","N","","","",44.7,-71.7,"2004189 44.7 -71.7"
573585,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/14/05",2005,7,14,195,2005195,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Essex","","CONCORD, Carr Brook Lane, MILES POND - 4, NONPRIOR,",44.46627,-71.78165,"","provided","N","","","same county",44.5,-71.8,"2005195 44.5 -71.8"
573586,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/4/07",2007,7,4,185,2007185,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Essex","","EAST HAVEN, army base, SENECA MOUNTAIN - 6, NONPRIOR,",44.63408,-71.81096,"","provided","N","","","same county",44.6,-71.8,"2007185 44.6 -71.8"
573587,"VTBS","BAMONA","specimen","Euphydryas phaeton","7/13/02",2002,7,13,194,2002194,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Washington","","MARSHFIELD, Plainfield 5-2, PLAINFIELD - 5, PRIORITY,",44.30443,-72.40875,"","provided","N","","same place","same county",44.3,-72.4,"2002194 44.3 -72.4"
573588,"VTBS","BAMONA","specimen","Euphydryas phaeton","6/25/07",2007,6,25,176,2007176,"assumed adult","is a specimen and organism type is listed as butterfly: is most likely adult","","","Vermont","Rutland","","WELLS, WELLS - 5, PRIORITY,",43.45083,-73.17917,"","provided","N","","","same county",43.5,-73.2,"2007176 43.5 -73.2"
3737,"eButterfly","eButterfly","specimen","Euphydryas phaeton","7/8/12",2012,7,8,190,2012190,"adult","","","","New Brunswick","","","N Branch Little Bartibog River - Okeefe rd",47.1123,-65.5331,"","provided","N","Sullivan, Eric","","",47.1,-65.5,"2012190 47.1 -65.5"
6345,"eButterfly","eButterfly","specimen","Euphydryas phaeton","7/1/73",1973,7,1,182,1973182,"adult","","","","Nova Scotia","","","Port Dufferin",44.903373,-62.397355,"","provided","Y","Edsall, Jim","","",44.9,-62.4,"1973182 44.9 -62.4"
9508,"eButterfly","eButterfly","specimen","Euphydryas phaeton","7/9/74",1974,7,9,190,1974190,"adult","","","","Quebec","","","East Angus",45.482281,-71.659698,"","provided","Y","","same place","",45.5,-71.7,"1974190 45.5 -71.7"
9510,"eButterfly","eButterfly","specimen","Euphydryas phaeton","6/23/77",1977,6,23,174,1977174,"adult","","","","Quebec","","","Lennoxville",45.365172,-71.855049,"","provided","Y","","","",45.4,-71.9,"1977174 45.4 -71.9"
9511,"eButterfly","eButterfly","specimen","Euphydryas phaeton","6/17/84",1984,6,17,169,1984169,"adult","","","","Quebec","","","St. Cuthbert",46.149394,-73.227482,"","provided","Y","","same place","",46.1,-73.2,"1984169 46.1 -73.2"
9518,"eButterfly","eButterfly","specimen","Euphydryas phaeton","7/1/86",1986,7,1,182,1986182,"adult","","","","Quebec","","","Scotstown",45.524871,-71.275177,"","provided","Y","","","",45.5,-71.3,"1986182 45.5 -71.3"
11430,"eButterfly","eButterfly","specimen","Euphydryas phaeton","7/5/08",2008,7,5,187,2008187,"adult","","","","Quebec","","","Johnville Bog",45.345329,-71.739521,"","provided","Y","","","",45.3,-71.7,"2008187 45.3 -71.7"
11754,"eButterfly","eButterfly","specimen","Euphydryas phaeton","6/27/07",2007,6,27,178,2007178,"adult","","","","Maine","Somerset","","Back Road - Lexington",44.59324,-70.02385,"","provided","N","Wilson, Herb","","same county, same collector",44.6,-70,"2007178 44.6 -70"
11755,"eButterfly","eButterfly","specimen","Euphydryas phaeton","6/29/07",2007,6,29,180,2007180,"adult","","","county filled in using R","Maine","Somerset","","Old Truck Stop - Moose River",45.39406,-70.16019,"","provided","N","Wilson, Herb","","same county, same collector",45.4,-70.2,"2007180 45.4 -70.2"
